phenotype_id	phenotype_name	study_id	study_name	study_status	dataset_type	raw_dataset_id	nber_dgrp_lines	nber_sex_female	nber_sex_male	nber_sex_na	is_numeric	is_continuous	summary_type	unit	description
1327	mn_Resp_1_Hexanol	2	Arya et al., 2015	integrated	summary		186	186	186	0	true	true	mean	NA	Mean response score to 1-Hexanol odorant (Alcohol)
1328	mn_Resp_EthylAcetate	2	Arya et al., 2015	integrated	summary		186	186	186	0	true	true	mean	NA	Mean response score to ethyl acetate odorant (Esters)
1329	mn_Resp_EthylButyrat	2	Arya et al., 2015	integrated	summary		186	186	186	0	true	true	mean	NA	Mean response score to ethyl butyrate odorant (Esters, adjusted for block effect)
1330	PE_FracDead_3d	4	Bou Sleiman et al., 2015	integrated	summary		140	140	0	0	true	true	mean	Proportion / Ratio	Percentage death after 3 days post-infection with <i>Pseudomonas entomophila</i>
1331	Resp_Butanedion_30pc	5	Brown et al., 2013	integrated	summary		157	157	157	0	true	true	mean	s	Time at which 30% of cumulative response strength to 2,3-butanedione was achieved (odor-guided behavior)
1332	Resp_Butanedion_90pc	5	Brown et al., 2013	integrated	summary		157	157	157	0	true	true	mean	s	Time at which 90% of cumulative response strength to 2,3-butanedione was achieved (odor-guided behavior)
1333	FarPoint_Butanedione	5	Brown et al., 2013	integrated	summary		157	157	157	0	true	true	mean	cm	Intensity of response as the farthest point achieved by the median fly position in the direction of the odorant source of 2,3-butanedione (in cm, odor-guided behavior)
1334	LocRatio_Butanedione	5	Brown et al., 2013	integrated	summary		157	157	157	0	true	true	mean	Proportion / Ratio	Location ratio of the total fly density in the non-odor-half / odor-half trough towards the source of 2,3-butanedione (odor-guided behavior)
1335	TotArea_Butanedione	5	Brown et al., 2013	integrated	summary		157	157	157	0	true	true	mean	cm/s	'Strength' phenotype as the total area (cm / second) between the median fly position and control (over time) towards the source of 2,3-butanedione (odor-guided behavior)
1336	mn_PhototaxisScor_1w	6	Carbone et al., 2016	integrated	summary		191	191	191	0	true	true	mean	NA	Mean of the phototaxis (moving towards a light source) response score (1 week old = young flies)
1337	se_PhototaxisScor_1w	6	Carbone et al., 2016	integrated	summary		191	191	191	0	true	true	standard error	NA	Standard error of the phototaxis (moving towards a light source) response score (1 week old = young flies)
1338	mn_PhototaxisScor_2w	6	Carbone et al., 2016	integrated	summary		191	191	191	0	true	true	mean	NA	Mean of the phototaxis (moving towards a light source) response score (2 weeks old = middle-aged flies)
1339	se_PhototaxisScor_2w	6	Carbone et al., 2016	integrated	summary		191	191	191	0	true	true	standard error	NA	Standard error of the phototaxis (moving towards a light source) response score (2 weeks old = middle-aged flies)
1340	mn_PhototaxisScor_4w	6	Carbone et al., 2016	integrated	summary		185	185	185	0	true	true	mean	NA	Mean of the phototaxis (moving towards a light source) response score (4 weeks old = senior flies)
1341	se_PhototaxisScor_4w	6	Carbone et al., 2016	integrated	summary		185	185	185	0	true	true	standard error	NA	Standard error of the phototaxis (moving towards a light source) response score (4 weeks old = senior flies)
1342	hr_ERStress_Survival	9	Chow et al., 2013	integrated	summary		112	0	112	0	true	true	hazard ratio	NA	Hazard Ratio of survival under Endoplasmic Reticulum (ER) stress
1343	ERStress_t50	9	Chow et al., 2013	integrated	summary		112	0	112	0	true	true	NA	Hours	Time in hours at which 50% of flies have died (t<sub>50</sub>) under Endoplasmic Reticulum (ER) stress
1349	Cuticul_n_C21	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of <i>n</i>-C21 cuticular component on epicuticle from total CHCs
1350	Cuticul_n_C22	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of <i>n</i>-C22 cuticular component on epicuticle from total CHCs
1351	Cuticul_7_11_C23_2	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 7;11-C23:2 cuticular component on epicuticle from total CHCs
1352	Cuticul_2_Me_C22	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 2-Me-C22 cuticular component on epicuticle from total CHCs
1353	Cuticul_9_C23_1	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 9-C23:1 cuticular component on epicuticle from total CHCs
1354	Cuticul_7_C23_1	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 7-C23:1 cuticular component on epicuticle from total CHCs
1355	Cuticul_6_C23_1	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 6-C23:1 cuticular component on epicuticle from total CHCs
1356	Cuticul_5_C23_1	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 5-C23:1 cuticular component on epicuticle from total CHCs
1357	Cuticul_x_C23_1	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of <i>x</i>-C23:1 cuticular component on epicuticle from total CHCs
1358	Cuticul_n_C23	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of <i>n</i>-C23 cuticular component on epicuticle from total CHCs
1359	Cuticul_11_9_Me_C23	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 11- & 9-Me-C23 cuticular component on epicuticle from total CHCs
1360	Cuticul_7_11_C24_2	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 7;11-C24:2 cuticular component on epicuticle from total CHCs
1361	Cuticul_x_y_C24_2	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of <i>x</i>;<i>y</i>-C24:2 cuticular component on epicuticle from total CHCs
1362	Cuticul_3_Me_C23_C24	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 3-Me-C23 & 9-C24:1 cuticular component on epicuticle from total CHCs
1363	Cuticul_6_C24_1	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 6-C24:1 cuticular component on epicuticle from total CHCs
1364	Cuticul_NI_20	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of NI (Not Identified, Table 1, l.20) cuticular component on epicuticle from total CHCs
1365	Cuticul_5_C24_1	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 5-C24:1 cuticular component on epicuticle from total CHCs
1366	Cuticul_n_C24	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of <i>n</i>-C24 cuticular component on epicuticle from total CHCs
1367	Cuticul_9_13_C25_2	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 9;13-C25:2 cuticular component on epicuticle from total CHCs
1368	Cuticul_7_11_C25_2	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 7;11-C25:2 cuticular component on epicuticle from total CHCs
1369	Cuticul_2_Me_C24	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 2-Me-C24 cuticular component on epicuticle from total CHCs
1370	Cuticul_6_10_C25_2	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 6;10-C25:2 cuticular component on epicuticle from total CHCs
1371	Cuticul_5_9_C25_1_2	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 5;9-C25:2 & 9-C25:1 cuticular component on epicuticle from total CHCs
1372	Cuticul_8_C25_1	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 8-C25:1 cuticular component on epicuticle from total CHCs
1373	Cuticul_7_C25_1	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 7-C25:1 cuticular component on epicuticle from total CHCs
1374	Cuticul_5_C25_1	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 5-C25:1 cuticular component on epicuticle from total CHCs
1375	Cuticul_n_C25	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of <i>n</i>-C25 cuticular component on epicuticle from total CHCs
1376	Cuticul_NI_33	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of NI (Not Identified, Table 1, l.33) cuticular component on epicuticle from total CHCs
1377	Cuticul_NI_34	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of NI (Not Identified, Table 1, l.34) cuticular component on epicuticle from total CHCs
1378	Cuticul_13_11_Me_C25	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 13- & 11-Me-C25 cuticular component on epicuticle from total CHCs
1379	Cuticul_5_Me_C25	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 5-Me-C25 cuticular component on epicuticle from total CHCs
1380	Cuticul_8_12_C26_2	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 8;12-C26:2 cuticular component on epicuticle from total CHCs
1381	Cuticul_7_11_C26_2	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 7;11-C26:2 cuticular component on epicuticle from total CHCs
1382	Cuticul_2_Me_C25	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 2-Me-C25 cuticular component on epicuticle from total CHCs
1383	Cuticul_6_10_C26_2	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 6;10-C26:2 cuticular component on epicuticle from total CHCs
1384	Cuticul_3_Me_C25_C26	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 3-Me-C25 & 9-C26:1 cuticular component on epicuticle from total CHCs
1385	Cuticul_7_C26_1	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 7-C26:1 cuticular component on epicuticle from total CHCs
1386	Cuticul_n_C26	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of <i>n</i>-C26 cuticular component on epicuticle from total CHCs
1387	Cuticul_9_13_C27_2	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 9;13-C27:2 cuticular component on epicuticle from total CHCs
1388	Cuticul_2_Me_C26_C27	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 7;11-C27:2 & 2-Me-C26 cuticular component on epicuticle from total CHCs
1389	Cuticul_5_9_C27_1_2	11	Dembeck et al., 2015	integrated	summary		169	169	156	0	true	true	NA	Proportion / Ratio	Proportion of 5;9-C27:2 & 9-C27:1 cuticular component on epicuticle from total CHCs 
1390	Cuticul_7_C27_1	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 7-C27:1 cuticular component on epicuticle from total CHCs
1391	Cuticul_5_C27_1	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 5-C27:1 cuticular component on epicuticle from total CHCs
1392	Cuticul_n_C27	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of <i>n</i>-C27 cuticular component on epicuticle from total CHCs
1393	Cuticul_8_12_C28_2	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 8;12-C28:2 cuticular component on epicuticle from total CHCs
1394	Cuticul_2_Me_C27_C28	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 7;11-C28:2 & 2-Me-C27 cuticular component on epicuticle from total CHCs
1395	Cuticul_3_Me_C27_C28	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 3-Me-C27 & 6;10-C28:2 & 9-C28:1 cuticular component on epicuticle from total CHCs
1396	Cuticul_NI_54	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of NI (Not Identified, Table 1, l.54) cuticular component on epicuticle from total CHCs
1397	Cuticul_n_C28	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of <i>n</i>-C28 cuticular component on epicuticle from total CHCs
1398	Cuticul_2_Me_C28_C29	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 2-Me-C28 & 7;11-C29:2 cuticular component on epicuticle from total CHCs
1399	Cuticul_5_9_C29_1_2	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	 Proportion of 9-C29:1 & 5;9-C29:2 cuticular component on epicuticle from total CHCs
1400	Cuticul_7_C29_1	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 7-C29:1 cuticular component on epicuticle from total CHCs
1401	Cuticul_n_C29	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of <i>n</i>-C29 cuticular component on epicuticle from total CHCs
1402	Cuticul_2_Me_C29_C30	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 2-Me-C29 & 8;12-C30:2 cuticular component on epicuticle from total CHCs
1403	Cuticul_2_Me_C30	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of 2-Me-C30 cuticular component on epicuticle from total CHCs
1404	Cuticul_7_11_C31_2	11	Dembeck et al., 2015	integrated	summary		169	169	0	0	true	true	NA	Proportion / Ratio	Proportion of 7,11-C31:2 cuticular component on epicuticle from total CHCs
1405	Cuticul_n_C31	11	Dembeck et al., 2015	integrated	summary		170	169	157	0	true	true	NA	Proportion / Ratio	Proportion of <i>n</i>-C31 cuticular component on epicuticle from total CHCs
1406	Cuticul_x_C22_1_l2	11	Dembeck et al., 2015	integrated	summary		157	0	157	0	true	true	NA	Proportion / Ratio	Proportion of <i>x</i>-C22:1 (Table 1, l.2) cuticular component on epicuticle from total CHCs
1407	Cuticul_x_C22_1_l3	11	Dembeck et al., 2015	integrated	summary		157	0	157	0	true	true	NA	Proportion / Ratio	Proportion of <i>x</i>-C22:1 (Table 1, l.3) cuticular component on epicuticle from total CHCs
1408	Cuticul_NI_7	11	Dembeck et al., 2015	integrated	summary		157	0	157	0	true	true	NA	Proportion / Ratio	Proportion of NI (Not Identified, Table 1, l.7) cuticular component on epicuticle from total CHCs
1409	Cuticul_3_Me_C23	11	Dembeck et al., 2015	integrated	summary		157	0	157	0	true	true	NA	Proportion / Ratio	Proportion of 3-Me-C23 cuticular component on epicuticle from total CHCs
1410	Cuticul_7_C24_1	11	Dembeck et al., 2015	integrated	summary		157	0	157	0	true	true	NA	Proportion / Ratio	Proportion of 7-C24:1 cuticular component on epicuticle from total CHCs
1411	Cuticul_9_C25_1	11	Dembeck et al., 2015	integrated	summary		157	0	157	0	true	true	NA	Proportion / Ratio	Proportion of 9-C25:1 cuticular component on epicuticle from total CHCs
1412	Cuticul_3_Me_C25	11	Dembeck et al., 2015	integrated	summary		157	0	157	0	true	true	NA	Proportion / Ratio	Proportion of 3-Me-C25 cuticular component on epicuticle from total CHCs
1413	Cuticul_6_C26_1	11	Dembeck et al., 2015	integrated	summary		157	0	157	0	true	true	NA	Proportion / Ratio	Proportion of 6-C26:1 (+ impurity) cuticular component on epicuticle from total CHCs
1414	Cuticul_2_Me_C26	11	Dembeck et al., 2015	integrated	summary		157	0	157	0	true	true	NA	Proportion / Ratio	Proportion of 2-Me-C26 cuticular component on epicuticle from total CHCs
1416	mn_Lifespan	12	Durham et al., 2014	integrated	summary		189	189	0	0	true	true	mean	Days	Mean lifespan
1417	lsm_Lifespan	12	Durham et al., 2014	integrated	summary		189	189	0	0	true	true	marginal mean	Days	Lifespan least squares means corrected for the effects of body size (thorax length) and experimental block
1418	mn_Week1_Fecundity	12	Durham et al., 2014	integrated	summary		189	189	0	0	true	true	mean	NA	Mean Fecundity (as the number of eggs) at Week 1 age (not corrected)
1419	lsm_Week1_Fecundity	12	Durham et al., 2014	integrated	summary		189	189	0	0	true	true	marginal mean	NA	Week 1 Fecundity (as the number of eggs) least squares mean corrected for the effects of body size (thorax length) and experimental block
1420	mn_Week3_Fecundity	12	Durham et al., 2014	integrated	summary		189	189	0	0	true	true	mean	NA	Mean Fecundity (as the number of eggs) at Week 3 age (not corrected)
1421	lsm_Week3_Fecundity	12	Durham et al., 2014	integrated	summary		189	189	0	0	true	true	marginal mean	NA	Week 3 Fecundity (as the number of eggs) least squares mean corrected for the effects of body size (thorax length) and experimental block
1422	mn_Week5_Fecundity	12	Durham et al., 2014	integrated	summary		178	178	0	0	true	true	mean	NA	Mean Fecundity (as the number of eggs) at Week 5 age (not corrected)
1423	lsm_Week5_Fecundity	12	Durham et al., 2014	integrated	summary		178	178	0	0	true	true	marginal mean	NA	Week 5 Fecundity (as the number of eggs) least squares mean corrected for the effects of body size (thorax length) and experimental block
1424	mn_Week7_Fecundity	12	Durham et al., 2014	integrated	summary		135	135	0	0	true	true	mean	NA	Mean Fecundity (as the number of eggs) at Week 7 age (not corrected)
1425	lsm_Week7_Fecundity	12	Durham et al., 2014	integrated	summary		135	135	0	0	true	true	marginal mean	NA	Week 7 Fecundity (as the number of eggs) least squares mean corrected for the effects of body size (thorax length) and experimental block
1426	mn_Life_Fecundity	12	Durham et al., 2014	integrated	summary		189	189	0	0	true	true	mean	NA	Mean Lifetime Fecundity (as the number of eggs, not corrected)
1427	lsm_Life_Fecundity	12	Durham et al., 2014	integrated	summary		189	189	0	0	true	true	marginal mean	NA	Lifetime Fecundity (as the number of eggs) least squares means corrected for the effects of body size (thorax length) and experimental block
1483	mn_SleepLength_Night	15	Harbison et al., 2013	integrated	summary		168	168	168	0	true	true	mean	Minutes	Mean sleep duration during the night
1484	mn_SleepLength_Day	15	Harbison et al., 2013	integrated	summary		168	168	168	0	true	true	mean	Minutes	Mean sleep duration during the day
1485	mn_BoutNumber_Night	15	Harbison et al., 2013	integrated	summary		168	168	168	0	true	true	mean	NA	Mean number of bouts (naps) during the night
1486	mn_BoutNumber_Day	15	Harbison et al., 2013	integrated	summary		168	168	168	0	true	true	mean	NA	Mean number of bouts (naps) during the day
1487	mn_BoutLength_Night	15	Harbison et al., 2013	integrated	summary		168	168	168	0	true	true	mean	Minutes	Mean bout (nap) duration during the night
1488	mn_BoutLength_Day	15	Harbison et al., 2013	integrated	summary		168	168	168	0	true	true	mean	Minutes	Mean bout (nap) duration during the day (adjusted for the effect of <i>Wolbachia pipientis</i>)
1489	mn_WakingActivity	15	Harbison et al., 2013	integrated	summary		168	168	168	0	true	true	NA	counts/min	Mean waking activity
1490	cv_SleepLength_Night	15	Harbison et al., 2013	integrated	summary		168	168	168	0	true	true	coefficient of variation	Minutes	CV<sub>E</sub> of sleep duration during the night
1491	cv_SleepLength_Day	15	Harbison et al., 2013	integrated	summary		168	168	168	0	true	true	coefficient of variation	Minutes	CV<sub>E</sub> of sleep duration during the day
1492	cv_BoutNumber_Night	15	Harbison et al., 2013	integrated	summary		168	168	168	0	true	true	coefficient of variation	NA	CV<sub>E</sub> of the number of bouts (naps) during the night
1493	cv_BoutNumber_Day	15	Harbison et al., 2013	integrated	summary		168	168	168	0	true	true	coefficient of variation	NA	CV<sub>E</sub> of number of bouts (naps) during the day
1494	cv_BoutLength_Night	15	Harbison et al., 2013	integrated	summary		168	168	168	0	true	true	coefficient of variation	Minutes	CV<sub>E</sub> of bout (nap) duration during the night
1495	cv_BoutLength_Day	15	Harbison et al., 2013	integrated	summary		168	168	168	0	true	true	coefficient of variation	Minutes	CV<sub>E</sub> of bout (nap) duration during the day
1496	cv_WakingActivity	15	Harbison et al., 2013	integrated	summary		168	168	168	0	true	true	coefficient of variation	counts/min	CV<sub>E</sub> of waking activity
1497	pc_Surv_PRettgeri	16	Howick et al., 2017	integrated	summary		165	165	0	0	true	true	NA	Proportion / Ratio	Proportion of alive flies after infection with <i>Providencia rettgeri</i>
1498	pc_Surv_PRettgeriADJ	16	Howick et al., 2017	integrated	summary		156	156	0	0	true	true	NA	Proportion / Ratio	Adjusted proportion of alive flies after infection with <i>Providencia rettgeri</i>
1499	BacterialLoad_PR	16	Howick et al., 2017	integrated	summary		168	168	0	0	true	true	NA	CFU (Colony-Forming Unit)	Bacterial load taken at 20h postinfection with <i>Providencia rettgeri</i> (log<sub>e</sub> CFU per 3 flies)
1500	BacterialLoad_PR_ADJ	16	Howick et al., 2017	integrated	summary		158	158	0	0	true	true	NA	CFU (Colony-Forming Unit)	Adjusted bacterial load taken at 20h postinfection with <i>Providencia rettgeri</i> (log<sub>e</sub> CFU per 3 flies)
1501	Tolerance_PRettgeri	16	Howick et al., 2017	integrated	summary		156	156	0	0	true	true	NA	NA	Adjusted tolerance to the bacterial infection with <i>Providencia rettgeri</i>
1503	mn_GenomeSize	17	Huang et al., 2014	integrated	summary		205	205	0	0	true	true	mean	Mb	Average genome size
1504	se_GenomeSize	17	Huang et al., 2014	integrated	summary		205	205	0	0	true	true	standard error	Mb	Standard error of genome size
1505	TotalVariants_X	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	true	NA	NA	Total number of variants on chromosome X
1506	SegregVariants_X	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	true	NA	NA	Number of segregating variants on chromosome X
1507	pc_SegregVariants_X	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	true	NA	Proportion / Ratio	Percentage of segregating variants on chromosome X
1508	TotalVariants_2L	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	true	NA	NA	Total number of variants on chromosome 2L
1509	SegregVariants_2L	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	true	NA	NA	Number of segregating variants on chromosome 2L
1510	pc_SegregVariants_2L	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	true	NA	Proportion / Ratio	Percentage of segregating variants on chromosome 2L
1511	TotalVariants_2R	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	true	NA	NA	Total number of variants on chromosome 2R
1512	SegregVariants_2R	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	true	NA	NA	Number of segregating variants on chromosome 2R
1513	pc_SegregVariants_2R	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	true	NA	Proportion / Ratio	Percentage of segregating variants on chromosome 2R
1514	TotalVariants_3L	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	true	NA	NA	Total number of variants on chromosome 3L
1515	SegregVariants_3L	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	true	NA	NA	Number of segregating variants on chromosome 3L
1516	pc_SegregVariants_3L	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	true	NA	Proportion / Ratio	Percentage of segregating variants on chromosome 3L
1517	TotalVariants_3R	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	true	NA	NA	Total number of variants on chromosome 3R
1518	SegregVariants_3R	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	true	NA	NA	Number of segregating variants on chromosome 3R
1519	pc_SegregVariants_3R	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	true	NA	Proportion / Ratio	Percentage of segregating variants on chromosome 3R
1520	Inversion_2L_t	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	false	NA	NA	Genotype of the <i>In(2L)t</i> inversion named <i>t</i> on chromosome <i>2L</i>
1521	Inversion_2R_NS	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	false	NA	NA	Genotype of the <i>In(2R)NS</i> inversion named <i>Nova Scotia</i> on chromosome <i>2R</i>
1522	Inversion_2R_Y1	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	false	NA	NA	Genotype of the <i>In(2R)Y1</i> inversion named <i>Yutaka#1</i> on chromosome <i>2R</i>
1523	Inversion_2R_Y2	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	false	NA	NA	Genotype of the <i>In(2R)Y2</i> inversion named <i>Yutaka#2</i> on chromosome <i>2R</i>
1524	Inversion_2R_Y3	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	false	NA	NA	Genotype of the <i>In(2R)Y3</i> inversion named <i>Yutaka#3</i> on chromosome <i>2R</i>
1525	Inversion_2R_Y4	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	false	NA	NA	Genotype of the <i>In(2R)Y4</i> inversion named <i>Yutaka#4</i> on chromosome <i>2R</i>
1526	Inversion_2R_Y5	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	false	NA	NA	Genotype of the <i>In(2R)Y5</i> inversion named <i>Yutaka#5</i> on chromosome <i>2R</i>
1527	Inversion_2R_Y6	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	false	NA	NA	Genotype of the <i>In(2R)Y6</i> inversion named <i>Yutaka#6</i> on chromosome <i>2R</i>
1528	Inversion_2R_Y7	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	false	NA	NA	Genotype of the <i>In(2R)Y7</i> inversion named <i>Yutaka#7</i> on chromosome <i>2R</i>
1529	Inversion_3L_P	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	false	NA	NA	Genotype of the <i>In(3L)P</i> inversion named <i>Payne</i> on chromosome <i>3L</i>
1530	Inversion_3L_M	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	false	NA	NA	Genotype of the <i>In(3L)M</i> inversion named <i>Mourad</i> on chromosome <i>3L</i>
1531	Inversion_3L_Y	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	false	NA	NA	Genotype of the <i>In(3L)Y</i> inversion named <i>Yutaka</i> on chromosome <i>3L</i>
1532	Inversion_3R_P	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	false	NA	NA	Genotype of the <i>In(3R)P</i> inversion named <i>Payne</i> on chromosome <i>3R</i>
1533	Inversion_3R_K	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	false	NA	NA	Genotype of the <i>In(3R)K</i> inversion named <i>Kodani</i> on chromosome <i>3R</i>
1534	Inversion_3R_Mo	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	false	NA	NA	Genotype of the <i>In(3R)Mo</i> inversion named <i>Missouri</i> on chromosome <i>3R</i>
1535	Inversion_3R_C	17	Huang et al., 2014	integrated	summary		205	0	0	205	true	false	NA	NA	Genotype of the <i>In(3R)C</i> inversion named <i>C</i> on chromosome <i>3R</i>
1536	WolbachiaStatus	18	Ivanov et al., 2015	integrated	summary		197	197	0	0	true	false	NA	NA	Wolbachia infection status (2 = infected, 1 = not infected)
1537	mn_Lifespan	18	Ivanov et al., 2015	integrated	summary		197	197	0	0	true	true	mean	Days	Mean virgin female lifespan
1538	sd_Lifespan	18	Ivanov et al., 2015	integrated	summary		165	165	0	0	true	true	standard deviation	Days	Standard deviation of virgin female lifespan
1540	md_Lifespan	18	Ivanov et al., 2015	integrated	summary		165	165	0	0	true	true	median	Days	Median of virgin female lifespan
1541	mn_StartleResp_CTRL	19	Jordan et al., 2012	integrated	summary		192	192	192	0	true	true	mean	s	Startle response as locomotor activity (Control, no MSB exposure)
